x,y,z
9.089844,15.331723,9.71848
-0.3995534,20.08924,11.935474
-1.4311268,28.285149,6.926175
7.8975935,2.4265926,10.95764
9.0639305,11.208945,9.443279
7.8190756,22.225342,10.866494
4.6144853,7.646781,10.916798
9.075126,17.011667,9.300781
8.698392,2.1255345,10.728734
0.45225045,5.236899,11.331928
9.321947,15.140721,7.228712
4.112525,18.326962,10.831124
8.646344,15.393007,10.924743
0.06976065,11.167772,12.473335
6.5967326,7.278026,11.064032
9.081167,10.142541,9.383585
4.4578886,14.429463,10.821316
8.9197445,4.8311234,8.221461
2.8302538,36.838917,68.47997
19.370094,32.30005,71.63258
8.868034,10.134472,10.41803
3.2890396,30.063423,72.055565
2.3230302,-1.4237162,14.240991
8.825032,4.7766128,10.937013
0.3921098,8.183331,12.124606
9.2927685,13.019421,9.635648
4.5939345,20.95774,10.784195
0.29546577,1.5011268,13.194063
17.70168,8.168321,4.5957346
9.075035,8.871711,9.062498
10.142441,24.368446,-0.17493631
-1.4900798,34.60896,-1.3332233
6.1053677,16.607273,10.966836
12.67567,13.57078,5.7314796
7.409408,10.912383,10.869219
8.831832,4.2647505,11.025377
16.537764,13.3652315,4.465005
4.854085,18.120535,10.890543
4.5368867,18.526037,10.850397
8.298909,14.669612,10.9576845
9.218482,18.125051,8.95407
14.050024,57.782677,64.94141
1.98745,22.38095,10.439059
16.330372,11.833043,6.8107743
1.2013023,10.92884,10.67646
-1.4043504,35.261253,-1.0796679
8.921065,18.292877,9.974584
47.623962,217.91234,227.17505
9.238264,14.996353,9.304369
11.119901,35.971237,72.907684
-0.76298296,16.1619,10.301925
-1.2322114,37.300774,0.7049046
11.900616,13.016921,6.1362824
6.4654865,17.142332,10.928287
6.8738647,21.878763,10.937407
8.840128,3.7179422,11.040018
1.5402167,-3.2718363,12.476087
8.986074,8.615864,9.432576
2.8929856,2.132229,11.016945
-1.5228676,27.291853,8.780681
8.806682,0.4810406,8.755196
8.990352,4.420387,8.512085
-5523.642,-20799.922,-23397.48
3.3629565,38.81353,66.936745
5.7663527,15.390923,10.919171
9.202807,4.7625694,6.151735
18.263855,6.9516807,4.704145
-1.2781996,30.612627,7.96129
-0.8463006,34.732662,74.2068
18.91104,28.72887,67.66461
0.3080981,23.553917,9.900427
75.29132,365.35706,399.92352
1.6201823,-4.431357,12.604635
8.390012,-2.2145627,6.6860194
-0.24386144,7.0534687,10.80766
-0.6504701,16.502657,10.32083
9.329189,16.610788,8.007702
6.305158,5.8235044,11.0152
-1.0292491,21.795101,10.157314
7.9061155,22.775291,10.749421
1.1120225,37.677143,68.7612
7.4589725,16.872046,11.062026
7.118597,2.992657,11.025386
5.99688,21.299965,10.838063
0.36004797,38.241844,64.44005
15.946914,28.424908,66.03392
15.122629,11.513598,7.019265
-1.1808896,23.50977,9.9497
3.0713317,12.804169,10.741632
2.7072434,19.47923,10.627578
152.05182,633.44196,628.09534
-0.60136074,16.059664,11.250074
-0.63935477,16.87963,10.376843
-0.019207118,5.9695473,10.876722
1.9470983,4.9141526,10.891289
-0.13131627,17.035255,10.370164
-0.31802186,8.889932,10.635198
-0.5972276,19.377163,12.22409
0.28868312,9.874418,12.194656
9.870453,17.643452,8.125385
8.81985,6.6156526,11.089
-0.91660863,20.342398,10.244872
3.2313707,10.760158,10.6649065
8.844633,8.374826,10.921647
-0.87733996,56.462914,-52.825954
20.708336,6.137017,4.856093
10.305117,34.30059,75.95425
5.5677648,21.922005,10.966385
1.5649885,-5.5805655,7.5267277
8.956554,17.04154,10.735675
2.5095572,21.501888,10.520672
-0.43094563,14.697717,12.832056
-0.3453526,6.591103,10.672387
0.13622029,10.207973,11.8926525
19.312996,34.422592,70.95025
0.3638496,-4.2744102,8.983162
14.035951,10.028762,7.3655763
16.309324,33.012756,73.2022
0.7143278,7.384993,12.558305
-82.14331,-356.3219,-279.6997
-0.5042709,10.204698,10.521866
6.9189816,19.867735,11.060708
19.587759,40.31889,73.91716
6.2822585,34.044266,78.008545
6.9327,4.726739,11.039853
9.499528,29.281971,70.02981
5.56376,0.43575445,10.85415
6.5753946,9.487278,10.925722
1.9903021,-1.5239725,13.712494
-1.3299882,35.553345,3.3090315
9.539282,24.473593,2.0184174
6.206997,15.218287,10.754401
4.8573375,38.484802,66.33813
0.40549368,36.8875,65.1155
9.2188225,17.291235,8.173672
3.7105865,17.62219,10.790805
4.468648,3.801646,10.8027725
187.33394,783.558,853.90265
19.988928,6.4622,4.764491
16.436783,36.5992,69.588135
19.419876,11.181215,4.742629
1.5461217,18.473688,10.550394
14.436113,35.7589,69.433136
5.693282,8.837547,10.9906025
-0.8396406,38.575665,-3.5118136
7.889483,11.114378,10.928395
0.50387365,22.806786,10.226466
13.092718,41.877182,76.23577
10.054412,24.41429,0.8144996
-1.3154752,-11.060287,4.922749
10.614058,16.371845,6.515883
9.059973,19.640457,9.173865
8.921478,4.1955743,8.856364
1.2489505,0.53065085,13.792205
2.060215,6.805936,10.801402
1.0025936,7.0802975,10.752951
3.9096544,20.015636,10.747635
6.0759706,37.87898,65.75703
228.45737,865.7528,772.5115
3.7057984,18.604769,10.691666
2.207233,33.000893,69.96467
1.5257046,7.9450736,10.754006
1.5256554,36.53785,69.93105
3.010322,17.296307,10.757992
-1.2391781,29.433414,2.9603956
3.5530744,13.509665,10.768781
15.96262,9.56041,7.0854874
-7.8991036,69.33579,93.75412
-1.3440948,28.882053,8.616378
14.275688,12.320971,7.373066
8.302368,9.501604,10.933552
5.2021656,17.985819,10.870616
0.012974278,11.694798,12.857468
7.3951993,0.4005216,10.906196
-1.3325324,34.81134,3.3823802
9.01424,19.740091,9.457245
8.581489,-0.25579396,7.5424075
2.6045885,23.15013,10.394981
19.44386,9.811896,3.8197098
9.5597,22.45656,4.4996824
9.660521,21.081743,4.31702
6.543902,4.6606936,10.962296
-1.308482,35.573715,-0.5911168
1.0028422,21.436556,10.390111
4.526615,21.918566,10.703613
11.808157,6.5775356,6.1360364
-1.1999466,30.13116,2.8469157
9.02649,13.811688,10.459757
-165.29173,-671.4584,-779.52155
-1.4885343,32.644726,4.120932
7.857413,15.203925,10.963632
6.6976104,10.653437,10.945875
-1.4071113,29.968645,5.634686
15.250594,41.762577,76.30583
-1.1191765,39.11655,-2.915265
0.86497796,3.4887252,11.215692
-0.5121211,15.371817,12.116844
3.926654,10.617934,10.743605
8.832346,7.090801,11.042268
21.504442,12.23928,5.579918
8.180484,21.668642,11.056114
-0.471067,15.593361,12.3886385
0.252093,9.620073,12.300967
-2.0918138,38.891445,-5.425178
-16.1527,96.70678,117.64259
1.566176,-0.10922387,13.972387
5.096079,20.165934,10.796796
9.057713,21.091696,9.2754755
8.1167755,22.404524,10.936769
-0.9038134,18.503878,10.282394
-0.89525473,18.567175,11.179431
14.232245,9.567109,7.402617
8.946038,18.18652,9.379534
8.409137,1.2968552,11.096345
3.5385048,13.8951,10.902667
-0.1806103,18.671225,10.382429
0.10319839,-0.34739804,11.321527
9.058836,16.950697,10.113124
2.9003825,5.6802826,10.870138
4.9891067,11.466665,10.857723
-36.139675,165.82234,176.57726
1.3296326,-2.906048,12.005814
-47.43171,-205.01582,-163.76668
9.253323,7.762011,8.78946
-1.4201342,30.091574,4.0311527
9.055182,6.2555804,8.02844
9.663697,5.5483947,5.0207753
8.852132,7.4913273,11.162405
8.472975,0.9414263,10.784657
10.346658,12.326814,7.156817
12.753822,9.468975,6.994859
9.399971,7.903097,6.907821
-226.2426,-931.10583,-927.8347
9.410228,17.652927,8.476373
20.600021,12.193346,5.3644285
19.148146,11.537936,5.279253
3.9532087,8.948364,10.813266
9.8941,21.898516,2.7984173
-0.5460473,15.20538,11.878176
9.584085,18.677864,6.817042
-0.6480862,17.646904,11.74656
9.414063,11.222764,7.7435484
9.120422,16.521685,9.312885
9.69917,20.046131,3.694946
8.9076,17.346556,10.02788
-1.1538382,33.324467,0.68872035
12.165995,8.026509,6.702588
-1.152596,28.339815,5.508447
21.87248,11.191507,5.3460526
13.891085,8.40215,7.025677
7.052825,8.24071,10.823658
2.7414596,30.474226,68.05146
5.994221,3.5799093,11.050232
7.0521426,1.7342334,10.905428
0.011056219,2.2925246,11.493241
9.94593,17.093765,8.23054
1.4614336,37.934578,69.59094
1.6871737,35.950115,64.75128
13.5884495,14.556858,5.1014185
2.2473104,38.266335,62.283382
-0.8296779,21.836702,11.490449
-2.0494463,33.531322,68.14332
-0.40488666,11.936347,11.891272
8.865406,8.058415,10.484306
9.0408745,21.434963,10.947424
9.182045,14.998472,8.406903
10.922885,6.0264697,6.8832684
-1.3714483,26.395683,7.439171
-0.8990615,22.12741,10.319377
9.514885,23.042057,5.0406075
9.874136,22.368286,0.7866694
9.365422,22.3765,6.4218225
9.005229,15.492145,10.504618
8.962659,16.40447,10.580746
2.1398447,1.9452549,11.063827
-1.1243674,32.97751,0.31656298
7.0907917,19.484161,11.028496
9.846323,21.924437,4.638784
4.8549914,9.248522,10.659985
1.1237254,-2.1044176,11.6390505
19.04099,6.7569814,4.7033005
22.586155,13.875153,3.9323974
4.7510076,14.32591,10.669401
-1.3963614,29.257126,3.4196649
9.87712,23.02622,2.0408957
8.845946,5.3641553,8.875215
-1.5922173,34.86184,66.23104
-1.6666231,34.838913,-0.48196
-0.79634875,18.012737,11.773839
9.849644,21.474894,2.835427
10.728843,17.71821,7.638207
15.982058,8.621426,6.6148047
-0.70840025,34.85584,66.38126
5.9691567,20.184526,11.022488
-1.2421559,31.095892,7.2698674
3.8274627,11.378886,10.830802
-1.293199,27.8634,7.010807
19.619778,4.72366,3.0601768
9.420144,23.020338,6.7373962
8.311465,17.589247,11.000133
4.933153,33.275986,70.35517
9.644758,20.526215,4.624024
9.874987,23.07153,3.1557674
0.13799092,10.569624,10.390562
18.80876,12.42124,5.216587
10.107778,22.285479,2.3294935
6.205289,4.6361313,11.029333
13.347673,29.36614,66.85686
18.263172,9.459847,4.518691
10.887052,29.504345,67.7421
7.205188,15.253921,10.93691
-1.4804472,30.37574,5.0694776
8.880959,19.092215,9.793437
9.030714,19.09799,9.3972845
-0.86336666,14.544159,10.737423
-0.9140501,21.907047,11.194421
8.367836,10.412497,10.996669
18.668507,7.8645945,4.534518
-1.1540587,32.67245,1.3786185
8.48353,9.020844,10.701692
18.776861,40.97874,75.20503
6.2210383,19.246397,11.102155
9.682501,21.450094,3.432035
-1.3089265,29.301422,6.6422906
2.1050558,34.06041,71.973564
-0.4794544,20.872986,12.08995
-0.2564944,11.339631,11.971085
8.851335,6.246214,10.0177145
10.5563545,13.362753,6.284743
-0.97583514,20.826845,10.408732
-0.4034414,16.347572,12.246445
15.622303,11.039142,7.123175
-1.3178868,34.81876,4.8697596
6.880597,18.26089,10.795985
-0.50841653,21.273447,12.140118
8.740809,10.545969,11.019763
6.841444,15.856552,10.968031
-0.6689335,18.386421,12.623602
1.8621181,-0.456015,14.387438
0.8067158,-0.18184742,13.019839
-21.153301,122.60667,137.19312
6.446292,21.252464,10.927505
0.64858645,36.259785,72.20432
12.242785,29.50187,68.26194
